qid,competition,timestamp,section,number,original_question,original_answer,original_additional_info,question,answers
AIO04-0381,第4回AI王,2023/09/01,開発用データ,381,オリオンビールの本社や、DMMかりゆし水族館がある沖縄県の都市はどこ？,豊見城市,豊見城,オリオンビールの本社や、DMMかりゆし水族館がある沖縄県の都市はどこ?,"['豊見城市', '豊見城']"
AIO04-0382,第4回AI王,2023/09/01,開発用データ,382,明治42年に『明星』を継承する形で創刊され、森鴎外や谷崎潤一郎の作品が掲載された、ロマン主義を代表する文芸雑誌は何？,スバル,,明治42年に『明星』を継承する形で創刊され、森鴎外や谷崎潤一郎の作品が掲載された、ロマン主義を代表する文芸雑誌は何?,['スバル']
AIO04-0383,第4回AI王,2023/09/01,開発用データ,383,サンリオのキャラクター「リトルツインスターズ」の2人の姉弟の名前は、何と何？,キキとララ,"キキ、ララ, ララとキキ, ララ、キキ",サンリオのキャラクター「リトルツインスターズ」の2人の姉弟の名前は、何と何?,"['キキとララ', 'キキ', 'ララとキキ', 'ララ']"
AIO04-0384,第4回AI王,2023/09/01,開発用データ,384,物事が失敗に終わることを、火事のときに鳴らす半鐘の音から何という？,おじゃん,おじゃんになる,物事が失敗に終わることを、火事のときに鳴らす半鐘の音から何という?,"['おじゃん', 'おじゃんになる']"
AIO04-0385,第4回AI王,2023/09/01,開発用データ,385,トルストイの小説『復活』に登場するヒロインにちなんで名づけられたヘアアクセサリーは何？,カチューシャ,,トルストイの小説『復活』に登場するヒロインにちなんで名づけられたヘアアクセサリーは何?,['カチューシャ']
AIO04-0386,第4回AI王,2023/09/01,開発用データ,386,中国宋代の詩人・蘇東坡が好んだと伝えられる、豚のばら肉を使った角煮は何？,トンポーロー,東坡肉,中国宋代の詩人・蘇東坡が好んだと伝えられる、豚のばら肉を使った角煮は何?,"['トンポーロー', '東坡肉']"
AIO04-0387,第4回AI王,2023/09/01,開発用データ,387,杉原紙を2分の1にしたことにちなんで名づけられた、一般に習字の授業で用いられる薄い紙は何？,半紙,,杉原紙を2分の1にしたことにちなんで名づけられた、一般に習字の授業で用いられる薄い紙は何?,['半紙']
AIO04-0388,第4回AI王,2023/09/01,開発用データ,388,ジンまたはブランデーをベースにし、カカオリキュールや生クリームを加えて作るカクテルは何？,アレキサンダー,アレクサンダー,ジンまたはブランデーをベースにし、カカオリキュールや生クリームを加えて作るカクテルは何?,"['アレキサンダー', 'アレクサンダー']"
AIO04-0389,第4回AI王,2023/09/01,開発用データ,389,渡辺淳一の小説『花埋み』にその生涯が描かれている、日本初の女医とされる人物は誰？,荻野吟子,,渡辺淳一の小説『花埋み』にその生涯が描かれている、日本初の女医とされる人物は誰?,['荻野吟子']
AIO04-0390,第4回AI王,2023/09/01,開発用データ,390,ヘビが敵を威嚇するときなどにみせる大きく曲がった首の形を、ある道具に見立てて何という？,鎌首,,ヘビが敵を威嚇するときなどにみせる大きく曲がった首の形を、ある道具に見立てて何という?,['鎌首']
AIO04-0391,第4回AI王,2023/09/01,開発用データ,391,8月31日は野菜の日ですが、カレンダーでその真上にある8月24日は野菜にかける何の日とされている？,ドレッシングの日,ドレッシング,8月31日は野菜の日ですが、カレンダーでその真上にある8月24日は野菜にかける何の日とされている?,"['ドレッシングの日', 'ドレッシング']"
AIO04-0392,第4回AI王,2023/09/01,開発用データ,392,植物がかかる、葉全体が白っぽくなってしまう病気を、ある粉をまぶしたように見えることから一般に何という？,うどんこ病,,植物がかかる、葉全体が白っぽくなってしまう病気を、ある粉をまぶしたように見えることから一般に何という?,['うどんこ病']
AIO04-0393,第4回AI王,2023/09/01,開発用データ,393,1961年、大相撲で大鵬とともに横綱に昇進し、「柏鵬時代」を築いた力士は誰？,柏戸,柏戸剛,1961年、大相撲で大鵬とともに横綱に昇進し、「柏鵬時代」を築いた力士は誰?,"['柏戸', '柏戸剛']"
AIO04-0394,第4回AI王,2023/09/01,開発用データ,394,ニューヨークの国立自然史博物館を舞台に、収蔵品が動き回る様子を描いた、2006年の映画は何？,ナイトミュージアム,,ニューヨークの国立自然史博物館を舞台に、収蔵品が動き回る様子を描いた、2006年の映画は何?,['ナイトミュージアム']
AIO04-0395,第4回AI王,2023/09/01,開発用データ,395,組織や人を思いのままに支配することを、かつて中国で、ある動物の耳を裂き、その血を皆で吸って忠誠を誓ったことから何という？,牛耳る,,組織や人を思いのままに支配することを、かつて中国で、ある動物の耳を裂き、その血を皆で吸って忠誠を誓ったことから何という?,['牛耳る']
AIO04-0396,第4回AI王,2023/09/01,開発用データ,396,夫・藤原兼家との結婚生活について書いた、藤原道綱母による日記文学は何？,蜻蛉日記,,夫・藤原兼家との結婚生活について書いた、藤原道綱母による日記文学は何?,['蜻蛉日記']
AIO04-0397,第4回AI王,2023/09/01,開発用データ,397,ものを持っていない状態の中でも、「先立つものがない」といえば何がないこと？,お金,金,ものを持っていない状態の中でも、「先立つものがない」といえば何がないこと?,"['お金', '金']"
AIO04-0398,第4回AI王,2023/09/01,開発用データ,398,日本語では「金剛石」と呼ばれる、4月の誕生石にもなっている宝石は何？,ダイヤモンド,ダイアモンド,日本語では「金剛石」と呼ばれる、4月の誕生石にもなっている宝石は何?,"['ダイヤモンド', 'ダイアモンド']"
AIO04-0399,第4回AI王,2023/09/01,開発用データ,399,楽器メーカーのギブソン社が製作する、著名人の名を冠したシグネチャーモデルで、日本人初のシグネチャーモデルのギターは誰のもの？,松本孝弘,,楽器メーカーのギブソン社が製作する、著名人の名を冠したシグネチャーモデルで、日本人初のシグネチャーモデルのギターは誰のもの?,['松本孝弘']
AIO04-0400,第4回AI王,2023/09/01,開発用データ,400,狩猟家としても活動した旧ソ連の作家で、代表作『偉大なる王』をはじめ動物を主人公とした作品を多く手掛けたことで知られるのは誰？,ニコライ・バイコフ,バイコフ,狩猟家としても活動した旧ソ連の作家で、代表作『偉大なる王』をはじめ動物を主人公とした作品を多く手掛けたことで知られるのは誰?,"['ニコライ・バイコフ', 'バイコフ']"
AIO04-0401,第4回AI王,2023/09/01,開発用データ,401,命日の1月2日が「夾竹桃忌」と呼ばれる作家で、代表作『火宅の人』『花筐』で知られるのは誰？,檀一雄,,命日の1月2日が「夾竹桃忌」と呼ばれる作家で、代表作『火宅の人』『花筐』で知られるのは誰?,['檀一雄']
AIO04-0402,第4回AI王,2023/09/01,開発用データ,402,いわゆるリボン運動で、「開発途上国における妊産婦の命と健康を守る国際的な運動」のシンボルとされているのは何？,ホワイトリボン,,いわゆるリボン運動で、「開発途上国における妊産婦の命と健康を守る国際的な運動」のシンボルとされているのは何?,['ホワイトリボン']
AIO04-0403,第4回AI王,2023/09/01,開発用データ,403,スイス生まれの眼科医で、視力検査に用いるCに似た環を考案したことで知られる人物は誰？,エドムンド・ランドルト,ランドルト,スイス生まれの眼科医で、視力検査に用いるCに似た環を考案したことで知られる人物は誰?,"['エドムンド・ランドルト', 'ランドルト']"
AIO04-0404,第4回AI王,2023/09/01,開発用データ,404,数の単位で、「億」のひとつ上は「兆」ですが、「兆」のひとつ上は何？,京,,数の単位で、「億」のひとつ上は「兆」ですが、「兆」のひとつ上は何?,['京']
AIO04-0405,第4回AI王,2023/09/01,開発用データ,405,食後血糖値の上昇度を示す指標のことを、アルファベット2文字を使って何という？,GI値,GI,食後血糖値の上昇度を示す指標のことを、アルファベット2文字を使って何という?,"['GI値', 'GI']"
AIO04-0406,第4回AI王,2023/09/01,開発用データ,406,タコス、ルチャリブレ、サボテンから連想される中米の国はどこ？,メキシコ,メキシコ合衆国,タコス、ルチャリブレ、サボテンから連想される中米の国はどこ?,"['メキシコ', 'メキシコ合衆国']"
AIO04-0407,第4回AI王,2023/09/01,開発用データ,407,柏餅、ちまきなどのお菓子を食べる風習がある、五節句のひとつは何？,端午の節句,端午,柏餅、ちまきなどのお菓子を食べる風習がある、五節句のひとつは何?,"['端午の節句', '端午']"
AIO04-0408,第4回AI王,2023/09/01,開発用データ,408,オリンピックの開催を提唱し、「近代オリンピックの父」と呼ばれるフランスの教育家は誰？,ピエール・ド・クーベルタン,"クーベルタン, クーベルタン男爵ピエール・ド・フレディ",オリンピックの開催を提唱し、「近代オリンピックの父」と呼ばれるフランスの教育家は誰?,"['ピエール・ド・クーベルタン', 'クーベルタン', 'クーベルタン男爵ピエール・ド・フレディ']"
AIO04-0409,第4回AI王,2023/09/01,開発用データ,409,美術展覧会で、2年ごとに開催するものを「ビエンナーレ」といいますが、3年ごとに開催するものを何という？,トリエンナーレ,,美術展覧会で、2年ごとに開催するものを「ビエンナーレ」といいますが、3年ごとに開催するものを何という?,['トリエンナーレ']
AIO04-0410,第4回AI王,2023/09/01,開発用データ,410,アレクサンドル・デュマの「ダルタニャン三部作」とは、『三銃士』『二十年後』と何？,ブラジュロンヌ子爵,,アレクサンドル・デュマの「ダルタニャン三部作」とは、『三銃士』『二十年後』と何?,['ブラジュロンヌ子爵']
AIO04-0411,第4回AI王,2023/09/01,開発用データ,411,室町時代から江戸時代の初めまで行われた、日本とスペイン・ポルトガルの間の貿易を何という？,南蛮貿易,,室町時代から江戸時代の初めまで行われた、日本とスペイン・ポルトガルの間の貿易を何という?,['南蛮貿易']
AIO04-0412,第4回AI王,2023/09/01,開発用データ,412,製錬する過程で大量の電力を消費することから「電気の缶詰」と呼ばれる金属は何？,アルミニウム,,製錬する過程で大量の電力を消費することから「電気の缶詰」と呼ばれる金属は何?,['アルミニウム']
AIO04-0413,第4回AI王,2023/09/01,開発用データ,413,家族旅行の日に家に取り残された少年ケビンをマコーレー・カルキンが演じた、1990年公開の映画は何？,ホーム・アローン,,家族旅行の日に家に取り残された少年ケビンをマコーレー・カルキンが演じた、1990年公開の映画は何?,['ホーム・アローン']
AIO04-0414,第4回AI王,2023/09/01,開発用データ,414,電気を意味する英語「electric」の由来となった、こすると静電気を帯びる宝石は何？,琥珀,コハク,電気を意味する英語「electric」の由来となった、こすると静電気を帯びる宝石は何?,"['琥珀', 'コハク']"
AIO04-0415,第4回AI王,2023/09/01,開発用データ,415,スペイン・バルセロナの娼婦宿の5人の娼婦の様子を描いた、ニューヨーク近代美術館に所蔵されているピカソの絵画は何？,アビニョンの娘たち,"アビニヨンの娘たち, アヴィニョンの娘たち",スペイン・バルセロナの娼婦宿の5人の娼婦の様子を描いた、ニューヨーク近代美術館に所蔵されているピカソの絵画は何?,"['アビニョンの娘たち', 'アビニヨンの娘たち', 'アヴィニョンの娘たち']"
AIO04-0416,第4回AI王,2023/09/01,開発用データ,416,毎年4月ごろに発行される、宝塚歌劇団の全団員のプロフィールを紋付袴の顔写真つきで掲載した名鑑を何という？,宝塚おとめ,,毎年4月ごろに発行される、宝塚歌劇団の全団員のプロフィールを紋付袴の顔写真つきで掲載した名鑑を何という?,['宝塚おとめ']
AIO04-0417,第4回AI王,2023/09/01,開発用データ,417,シェイクスピアの小説『ハムレット』に登場する、主人公ハムレットの父の急死後に王位についた、彼の叔父は誰？,クローディアス,,シェイクスピアの小説『ハムレット』に登場する、主人公ハムレットの父の急死後に王位についた、彼の叔父は誰?,['クローディアス']
AIO04-0418,第4回AI王,2023/09/01,開発用データ,418,韓国料理のサムゲタン、中華料理のバンバンジーを漢字で書いたときに出てくる動物は何？,ニワトリ,"にわとり, 鶏",韓国料理のサムゲタン、中華料理のバンバンジーを漢字で書いたときに出てくる動物は何?,"['ニワトリ', 'にわとり', '鶏']"
AIO04-0419,第4回AI王,2023/09/01,開発用データ,419,毎年、多くの登山客が訪れる、東京都八王子市にある標高599メートルの山は何？,高尾山,,毎年、多くの登山客が訪れる、東京都八王子市にある標高599メートルの山は何?,['高尾山']
AIO04-0420,第4回AI王,2023/09/01,開発用データ,420,オーストリア女王マリア・テレジアの娘で、フランス王ルイ16世のもとに嫁ぎ、フランス革命中の1973年に処刑されたのは誰？,マリー・アントワネット,マリー＝アントワネット＝ジョゼフ＝ジャンヌ・ド・アプスブール＝ロレーヌ,オーストリア女王マリア・テレジアの娘で、フランス王ルイ16世のもとに嫁ぎ、フランス革命中の1973年に処刑されたのは誰?,"['マリー・アントワネット', 'マリー=アントワネット=ジョゼフ=ジャンヌ・ド・アプスブール=ロレーヌ']"
AIO04-0421,第4回AI王,2023/09/01,開発用データ,421,「レディキラー」の異名をとる、ウオツカにオレンジジュースを加えたカクテルは何？,スクリュードライバー,,「レディキラー」の異名をとる、ウオツカにオレンジジュースを加えたカクテルは何?,['スクリュードライバー']
AIO04-0422,第4回AI王,2023/09/01,開発用データ,422,日本の学校で外国語指導助手を務める「ALT」は何という言葉を略したもの？,Assistant Language Teacher,,日本の学校で外国語指導助手を務める「ALT」は何という言葉を略したもの?,['Assistant Language Teacher']
AIO04-0423,第4回AI王,2023/09/01,開発用データ,423,コーヒー専門店の名前にもなっている、日本神話で、天孫降臨の際にニニギノミコトの道案内をした神様は誰？,猿田彦,"サルタヒコ, サルタビコ, サルタヒコノカミ, サルタビコノカミ",コーヒー専門店の名前にもなっている、日本神話で、天孫降臨の際にニニギノミコトの道案内をした神様は誰?,"['猿田彦', 'サルタヒコ', 'サルタビコ', 'サルタヒコノカミ', 'サルタビコノカミ']"
AIO04-0424,第4回AI王,2023/09/01,開発用データ,424,モミジを都道府県の木に指定しているのは、広島県とどこ？,滋賀県,滋賀,モミジを都道府県の木に指定しているのは、広島県とどこ?,"['滋賀県', '滋賀']"
AIO04-0425,第4回AI王,2023/09/01,開発用データ,425,フリースタイルスキーのモーグルで、2人の選手が同時に滑って競うものを何という？,デュアルモーグル,デュアル,フリースタイルスキーのモーグルで、2人の選手が同時に滑って競うものを何という?,"['デュアルモーグル', 'デュアル']"
AIO04-0426,第4回AI王,2023/09/01,開発用データ,426,農民がおこした初の本格的な一揆といわれる、1428年に近畿地方で起きた一揆を当時の元号から何という？,正長の土一揆,正長の徳政一揆,農民がおこした初の本格的な一揆といわれる、1428年に近畿地方で起きた一揆を当時の元号から何という?,"['正長の土一揆', '正長の徳政一揆']"
AIO04-0427,第4回AI王,2023/09/01,開発用データ,427,オランダ語で「薬莢を包む紙」という意味がある、包装紙や事務用封筒などに用いられる紙は何？,ハトロン紙,"パトロン紙, ハトロン",オランダ語で「薬莢を包む紙」という意味がある、包装紙や事務用封筒などに用いられる紙は何?,"['ハトロン紙', 'パトロン紙', 'ハトロン']"
AIO04-0428,第4回AI王,2023/09/01,開発用データ,428,1931年にイギリス議会で制定された、イギリスの連邦体系に法的根拠を持たせた憲章を何という？,ウェストミンスター憲章,ウエストミンスター憲章,1931年にイギリス議会で制定された、イギリスの連邦体系に法的根拠を持たせた憲章を何という?,"['ウェストミンスター憲章', 'ウエストミンスター憲章']"
AIO04-0429,第4回AI王,2023/09/01,開発用データ,429,疲労、複雑、剥離、圧迫などの種類に分けられる、骨が変形、破壊される外傷を何という？,骨折,,疲労、複雑、剥離、圧迫などの種類に分けられる、骨が変形、破壊される外傷を何という?,['骨折']
AIO04-0430,第4回AI王,2023/09/01,開発用データ,430,ラテン語の名文としても名高い、古代ローマの軍人ジュリアス・シーザーが残した著書は何？,ガリア戦記,,ラテン語の名文としても名高い、古代ローマの軍人ジュリアス・シーザーが残した著書は何?,['ガリア戦記']
AIO04-0431,第4回AI王,2023/09/01,開発用データ,431,「夜更かしの人々」という意味がある、深夜のカフェを描いたエドワード・ホッパーの絵画は何？,ナイトホークス,,「夜更かしの人々」という意味がある、深夜のカフェを描いたエドワード・ホッパーの絵画は何?,['ナイトホークス']
AIO04-0432,第4回AI王,2023/09/01,開発用データ,432,「勢いが激しい」という意味がある言葉で、和歌では「神」や「宇治」にかかる枕詞といえば何？,ちはやふる,"ちはやぶる, 千早振る",「勢いが激しい」という意味がある言葉で、和歌では「神」や「宇治」にかかる枕詞といえば何?,"['ちはやふる', 'ちはやぶる', '千早振る']"
AIO04-0433,第4回AI王,2023/09/01,開発用データ,433,ワインオープナーの一種で、コルク抜き用のスクリューや、キャップシールを剥がすポケットナイフなどが一体化したものを何という？,ソムリエナイフ,,ワインオープナーの一種で、コルク抜き用のスクリューや、キャップシールを剥がすポケットナイフなどが一体化したものを何という?,['ソムリエナイフ']
AIO04-0434,第4回AI王,2023/09/01,開発用データ,434,オランダ語で「ロウソク」という意味がある照明器具は「カンデラ」ですが、フランス語で「ロウソク」という意味がある照明器具は何？,シャンデリア,シャンデリヤ,オランダ語で「ロウソク」という意味がある照明器具は「カンデラ」ですが、フランス語で「ロウソク」という意味がある照明器具は何?,"['シャンデリア', 'シャンデリヤ']"
AIO04-0435,第4回AI王,2023/09/01,開発用データ,435,出世や富に恵まれないことを、ある建築用語を使って「何が上がらない」という？,うだつ,"うだつが上がらない, 梲, 梲が上がらない",出世や富に恵まれないことを、ある建築用語を使って「何が上がらない」という?,"['うだつ', 'うだつが上がらない', '梲', '梲が上がらない']"
AIO04-0436,第4回AI王,2023/09/01,開発用データ,436,2種類の動物の合計頭数を、それぞれの足の本数を頼りにして求める算数の計算を何という？,つるかめ算,鶴亀算,2種類の動物の合計頭数を、それぞれの足の本数を頼りにして求める算数の計算を何という?,"['つるかめ算', '鶴亀算']"
AIO04-0437,第4回AI王,2023/09/01,開発用データ,437,俵藤太の大ムカデ退治の伝説で知られる、別名を「近江富士」という滋賀県の山はどこ？,三上山,,俵藤太の大ムカデ退治の伝説で知られる、別名を「近江富士」という滋賀県の山はどこ?,['三上山']
AIO04-0438,第4回AI王,2023/09/01,開発用データ,438,12個のプラスチック製カップをさまざまな形に積んだり崩したりしてスピードと技を競う競技は何？,スポーツスタッキング,,12個のプラスチック製カップをさまざまな形に積んだり崩したりしてスピードと技を競う競技は何?,['スポーツスタッキング']
AIO04-0439,第4回AI王,2023/09/01,開発用データ,439,ロクサーヌという女性にあこがれる、鼻の大きい男を主人公とした、ロスタンの戯曲は何？,シラノ・ド・ベルジュラック,,ロクサーヌという女性にあこがれる、鼻の大きい男を主人公とした、ロスタンの戯曲は何?,['シラノ・ド・ベルジュラック']
AIO04-0440,第4回AI王,2023/09/01,開発用データ,440,第1回直木賞を受賞した作家は川口松太郎ですが、第2回直木賞を受賞した作家は誰？,鷲尾雨工,,第1回直木賞を受賞した作家は川口松太郎ですが、第2回直木賞を受賞した作家は誰?,['鷲尾雨工']
AIO04-0441,第4回AI王,2023/09/01,開発用データ,441,お互いの変身願望を表現した童話『王子と乞食』の作者である、アメリカの作家は誰？,マーク・トウェイン,トウェイン,お互いの変身願望を表現した童話『王子と乞食』の作者である、アメリカの作家は誰?,"['マーク・トウェイン', 'トウェイン']"
AIO04-0442,第4回AI王,2023/09/01,開発用データ,442,2015年に『蜩ノ記』で日本アカデミー賞最優秀助演男優賞を、『永遠の0』で同最優秀主演男優賞を受賞した俳優は誰？,岡田准一,,2015年に『蜩ノ記』で日本アカデミー賞最優秀助演男優賞を、『永遠の0』で同最優秀主演男優賞を受賞した俳優は誰?,['岡田准一']
AIO04-0443,第4回AI王,2023/09/01,開発用データ,443,ヒバリ、カナリア、ヤマガラ、クジャクを漢字で書いたときに、共通して使われる漢字は何？,雀,,ヒバリ、カナリア、ヤマガラ、クジャクを漢字で書いたときに、共通して使われる漢字は何?,['雀']
AIO04-0444,第4回AI王,2023/09/01,開発用データ,444,1915年にラッフルズホテルで考案された、夕焼けをモチーフに作られたカクテルは何？,シンガポール・スリング,,1915年にラッフルズホテルで考案された、夕焼けをモチーフに作られたカクテルは何?,['シンガポール・スリング']
AIO04-0445,第4回AI王,2023/09/01,開発用データ,445,車体の色にちなむ愛称で、ニューヨークのタクシーはイエローキャブといいますが、ロンドンのタクシーは何という？,ブラックキャブ,,車体の色にちなむ愛称で、ニューヨークのタクシーはイエローキャブといいますが、ロンドンのタクシーは何という?,['ブラックキャブ']
AIO04-0446,第4回AI王,2023/09/01,開発用データ,446,アメリカで、感謝祭やクリスマスを祝って食べられる「ターキー」といえば何という鳥のこと？,七面鳥,,アメリカで、感謝祭やクリスマスを祝って食べられる「ターキー」といえば何という鳥のこと?,['七面鳥']
AIO04-0447,第4回AI王,2023/09/01,開発用データ,447,コンニャクイモに多く含まれる食物繊維で、便秘解消や血糖値の低下に効果があることから注目されている成分は何？,グルコマンナン,マンナン,コンニャクイモに多く含まれる食物繊維で、便秘解消や血糖値の低下に効果があることから注目されている成分は何?,"['グルコマンナン', 'マンナン']"
AIO04-0448,第4回AI王,2023/09/01,開発用データ,448,藤原新也など著名な写真家を数多く輩出していることから「写真界の芥川賞」とも呼ばれる写真賞は何？,木村伊兵衛写真賞,,藤原新也など著名な写真家を数多く輩出していることから「写真界の芥川賞」とも呼ばれる写真賞は何?,['木村伊兵衛写真賞']
AIO04-0449,第4回AI王,2023/09/01,開発用データ,449,プロ野球の優勝チームが行う「ビールかけ」のもととなった、アメリカメジャーリーグの習慣は何？,シャンパンファイト,,プロ野球の優勝チームが行う「ビールかけ」のもととなった、アメリカメジャーリーグの習慣は何?,['シャンパンファイト']
AIO04-0450,第4回AI王,2023/09/01,開発用データ,450,宝くじのナンバーズで、並びが違っていても、選んだ数字がすべて含まれていれば当たりとなる買い方を何という？,ボックス,,宝くじのナンバーズで、並びが違っていても、選んだ数字がすべて含まれていれば当たりとなる買い方を何という?,['ボックス']
AIO04-0451,第4回AI王,2023/09/01,開発用データ,451,1971年にアメリカによるアラスカ沖の核実験の阻止を目的に発足した、オランダに本部を置く国際環境NGOは何？,グリーンピース,,1971年にアメリカによるアラスカ沖の核実験の阻止を目的に発足した、オランダに本部を置く国際環境NGOは何?,['グリーンピース']
AIO04-0452,第4回AI王,2023/09/01,開発用データ,452,1947年にアメリカが宣言した、共産主義封じ込め政策のことを、特別教書演説で発表した当時の大統領の名前から何という？,トルーマン・ドクトリン,,1947年にアメリカが宣言した、共産主義封じ込め政策のことを、特別教書演説で発表した当時の大統領の名前から何という?,['トルーマン・ドクトリン']
AIO04-0453,第4回AI王,2023/09/01,開発用データ,453,19世紀前半、北イタリアの独立運動を鎮圧したオーストリアの軍人をたたえて、ヨハン・シュトラウス1世が作曲した行進曲は何？,ラデツキー行進曲,,19世紀前半、北イタリアの独立運動を鎮圧したオーストリアの軍人をたたえて、ヨハン・シュトラウス1世が作曲した行進曲は何?,['ラデツキー行進曲']
AIO04-0454,第4回AI王,2023/09/01,開発用データ,454,バスケットボールで、それぞれの選手が受け持つ範囲を決めて守備を担当する戦法を何という？,ゾーンディフェンス,,バスケットボールで、それぞれの選手が受け持つ範囲を決めて守備を担当する戦法を何という?,['ゾーンディフェンス']
AIO04-0455,第4回AI王,2023/09/01,開発用データ,455,冒険家が目指す「三極点」とよばれる3つの極点とは、北極点、南極点とどこ？,エベレスト山頂,,冒険家が目指す「三極点」とよばれる3つの極点とは、北極点、南極点とどこ?,['エベレスト山頂']
AIO04-0456,第4回AI王,2023/09/01,開発用データ,456,夏目漱石が門下生や若手文学者を集め、さまざまなことについて議論した会を何という？,木曜会,,夏目漱石が門下生や若手文学者を集め、さまざまなことについて議論した会を何という?,['木曜会']
AIO04-0457,第4回AI王,2023/09/01,開発用データ,457,大切にして手放さないもののことを、ある動物の習性にたとえて「何の子」という？,虎の子,虎,大切にして手放さないもののことを、ある動物の習性にたとえて「何の子」という?,"['虎の子', '虎']"
AIO04-0458,第4回AI王,2023/09/01,開発用データ,458,カシミール地方で産出される、コーンフラワーブルーと呼ばれるものが最高級とされる宝石は何？,サファイア,サファイヤ,カシミール地方で産出される、コーンフラワーブルーと呼ばれるものが最高級とされる宝石は何?,"['サファイア', 'サファイヤ']"
AIO04-0459,第4回AI王,2023/09/01,開発用データ,459,大都市の中心部の人口が減り、周辺部の人口が増える現象を、ある食べ物にたとえて何という？,ドーナツ化現象,ドーナツ現象,大都市の中心部の人口が減り、周辺部の人口が増える現象を、ある食べ物にたとえて何という?,"['ドーナツ化現象', 'ドーナツ現象']"
AIO04-0460,第4回AI王,2023/09/01,開発用データ,460,ビーチバレー発祥の国はアメリカですが、ビーチサッカー発祥の国はどこ？,ブラジル,ブラジル連邦共和国,ビーチバレー発祥の国はアメリカですが、ビーチサッカー発祥の国はどこ?,"['ブラジル', 'ブラジル連邦共和国']"
AIO04-0461,第4回AI王,2023/09/01,開発用データ,461,ガーデニングで、乾燥を防いだり保温したりするために、植物の根元の土にワラやビニールを敷きつめることを何という？,マルチング,マルチ,ガーデニングで、乾燥を防いだり保温したりするために、植物の根元の土にワラやビニールを敷きつめることを何という?,"['マルチング', 'マルチ']"
AIO04-0462,第4回AI王,2023/09/01,開発用データ,462,南太平洋のポリネシア人の先祖は南米大陸からイカダでやって来たという学説を、「コンチキ号」というイカダを用いて自ら証明した、ノルウェーの人類学者は誰？,トール・ヘイエルダール,ヘイエルダール,南太平洋のポリネシア人の先祖は南米大陸からイカダでやって来たという学説を、「コンチキ号」というイカダを用いて自ら証明した、ノルウェーの人類学者は誰?,"['トール・ヘイエルダール', 'ヘイエルダール']"
AIO04-0463,第4回AI王,2023/09/01,開発用データ,463,栓抜きや穴あけパンチの場合は真ん中にある、てこの原理において力点で加えた力が働く点を何という？,作用点,,栓抜きや穴あけパンチの場合は真ん中にある、てこの原理において力点で加えた力が働く点を何という?,['作用点']
AIO04-0464,第4回AI王,2023/09/01,開発用データ,464,小倉百人一首の歌にも詠み込まれている、夜が明けかけてもまだ空に残っている月を何という？,有明の月,有明月,小倉百人一首の歌にも詠み込まれている、夜が明けかけてもまだ空に残っている月を何という?,"['有明の月', '有明月']"
AIO04-0465,第4回AI王,2023/09/01,開発用データ,465,世界で2番目に大きい島・ニューギニア島を領有する2つの国は、パプアニューギニアとどこ？,インドネシア,インドネシア共和国,世界で2番目に大きい島・ニューギニア島を領有する2つの国は、パプアニューギニアとどこ?,"['インドネシア', 'インドネシア共和国']"
AIO04-0466,第4回AI王,2023/09/01,開発用データ,466,和菓子の「どら焼き」のことを、関西地方ではある山に見立てて別名何という？,三笠,,和菓子の「どら焼き」のことを、関西地方ではある山に見立てて別名何という?,['三笠']
AIO04-0467,第4回AI王,2023/09/01,開発用データ,467,ナンバーエイト、スクラム、トライから連想されるスポーツは何？,ラグビー,,ナンバーエイト、スクラム、トライから連想されるスポーツは何?,['ラグビー']
AIO04-0468,第4回AI王,2023/09/01,開発用データ,468,生産地のフランス・シャラント県の街の名前がついたブランデーで、レミー・マルタン、ヘネシーなどの銘柄で知られるのは何？,コニャック,,生産地のフランス・シャラント県の街の名前がついたブランデーで、レミー・マルタン、ヘネシーなどの銘柄で知られるのは何?,['コニャック']
AIO04-0469,第4回AI王,2023/09/01,開発用データ,469,アイヌ人と和人の戦いで、1457年に蜂起した時のアイヌの酋長はコシャマインでしたが、1669年に蜂起した時のアイヌの酋長は誰？,シャクシャイン,,アイヌ人と和人の戦いで、1457年に蜂起した時のアイヌの酋長はコシャマインでしたが、1669年に蜂起した時のアイヌの酋長は誰?,['シャクシャイン']
AIO04-0470,第4回AI王,2023/09/01,開発用データ,470,ウォッカをベースに、パイナップルジュースやココナッツミルクを混ぜて作るトロピカルカクテルは何？,チチ,,ウォッカをベースに、パイナップルジュースやココナッツミルクを混ぜて作るトロピカルカクテルは何?,['チチ']
AIO04-0471,第4回AI王,2023/09/01,開発用データ,471,選手のウォームアップから派生して生まれた、タックルやスクラムを行わないルールで行う簡易的なラグビーを何という？,タッチラグビー,,選手のウォームアップから派生して生まれた、タックルやスクラムを行わないルールで行う簡易的なラグビーを何という?,['タッチラグビー']
AIO04-0472,第4回AI王,2023/09/01,開発用データ,472,殺菌効果があるため、うがい薬や消毒薬に利用される、原子番号53、元素記号Iの元素は何？,ヨウ素,,殺菌効果があるため、うがい薬や消毒薬に利用される、原子番号53、元素記号Iの元素は何?,['ヨウ素']
AIO04-0473,第4回AI王,2023/09/01,開発用データ,473,英語で「凝固した」という意味がある、スコーンなどに添えられる、イギリスの伝統的なクリームは何？,クロテッドクリーム,,英語で「凝固した」という意味がある、スコーンなどに添えられる、イギリスの伝統的なクリームは何?,['クロテッドクリーム']
